<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
NYMEX.PL,D,04/10/20,00:00:00,893.0000000
NYMEX.PL,D,05/10/20,00:00:00,907.7000000
NYMEX.PL,D,06/10/20,00:00:00,865.0000000
NYMEX.PL,D,07/10/20,00:00:00,869.2000000
NYMEX.PL,D,08/10/20,00:00:00,869.6000000
NYMEX.PL,D,09/10/20,00:00:00,897.8000000
NYMEX.PL,D,11/10/20,00:00:00,891.6000000
NYMEX.PL,D,12/10/20,00:00:00,884.9000000
NYMEX.PL,D,13/10/20,00:00:00,872.8000000
NYMEX.PL,D,14/10/20,00:00:00,860.9000000
NYMEX.PL,D,15/10/20,00:00:00,867.7000000
NYMEX.PL,D,16/10/20,00:00:00,865.1000000
NYMEX.PL,D,18/10/20,00:00:00,867.3000000
NYMEX.PL,D,19/10/20,00:00:00,857.9000000
NYMEX.PL,D,20/10/20,00:00:00,876.8000000
NYMEX.PL,D,21/10/20,00:00:00,889.8000000
NYMEX.PL,D,22/10/20,00:00:00,883.9000000
NYMEX.PL,D,23/10/20,00:00:00,908.6000000
NYMEX.PL,D,25/10/20,00:00:00,903.3000000
NYMEX.PL,D,26/10/20,00:00:00,876.4000000
NYMEX.PL,D,27/10/20,00:00:00,879.7000000
NYMEX.PL,D,28/10/20,00:00:00,874.1000000
NYMEX.PL,D,29/10/20,00:00:00,853.5000000
NYMEX.PL,D,30/10/20,00:00:00,847.0000000
NYMEX.PL,D,01/11/20,00:00:00,841.2000000
NYMEX.PL,D,02/11/20,00:00:00,861.5000000
NYMEX.PL,D,03/11/20,00:00:00,877.5000000
NYMEX.PL,D,04/11/20,00:00:00,873.5000000
NYMEX.PL,D,05/11/20,00:00:00,895.9000000
NYMEX.PL,D,06/11/20,00:00:00,896.8000000
NYMEX.PL,D,08/11/20,00:00:00,906.0000000
NYMEX.PL,D,09/11/20,00:00:00,873.3000000
NYMEX.PL,D,10/11/20,00:00:00,884.7000000
NYMEX.PL,D,11/11/20,00:00:00,867.1000000
NYMEX.PL,D,12/11/20,00:00:00,881.0000000
NYMEX.PL,D,13/11/20,00:00:00,894.0000000
NYMEX.PL,D,15/11/20,00:00:00,896.5000000
NYMEX.PL,D,16/11/20,00:00:00,928.9000000
NYMEX.PL,D,17/11/20,00:00:00,934.1000000
NYMEX.PL,D,18/11/20,00:00:00,945.3000000
NYMEX.PL,D,19/11/20,00:00:00,953.0000000
NYMEX.PL,D,20/11/20,00:00:00,952.4000000
NYMEX.PL,D,22/11/20,00:00:00,953.1000000
NYMEX.PL,D,23/11/20,00:00:00,933.0000000
NYMEX.PL,D,24/11/20,00:00:00,964.2000000
NYMEX.PL,D,25/11/20,00:00:00,971.4000000
NYMEX.PL,D,26/11/20,00:00:00,964.5000000
NYMEX.PL,D,27/11/20,00:00:00,970.8000000
NYMEX.PL,D,29/11/20,00:00:00,971.0000000
NYMEX.PL,D,30/11/20,00:00:00,972.2000000
NYMEX.PL,D,01/12/20,00:00:00,1003.4000000
NYMEX.PL,D,02/12/20,00:00:00,1017.4000000
NYMEX.PL,D,03/12/20,00:00:00,1034.2000000
NYMEX.PL,D,04/12/20,00:00:00,1070.2000000
NYMEX.PL,D,06/12/20,00:00:00,1059.2000000
NYMEX.PL,D,07/12/20,00:00:00,1038.3000000
NYMEX.PL,D,08/12/20,00:00:00,1037.6000000
NYMEX.PL,D,09/12/20,00:00:00,1008.6000000
NYMEX.PL,D,10/12/20,00:00:00,1039.4000000
NYMEX.PL,D,11/12/20,00:00:00,1017.0000000
NYMEX.PL,D,13/12/20,00:00:00,1025.8000000
NYMEX.PL,D,14/12/20,00:00:00,1015.3000000
NYMEX.PL,D,15/12/20,00:00:00,1044.8000000
NYMEX.PL,D,16/12/20,00:00:00,1040.8000000
NYMEX.PL,D,17/12/20,00:00:00,1048.7000000
NYMEX.PL,D,18/12/20,00:00:00,1044.0000000
NYMEX.PL,D,20/12/20,00:00:00,1038.4000000
NYMEX.PL,D,21/12/20,00:00:00,1013.2000000
NYMEX.PL,D,22/12/20,00:00:00,1010.7000000
NYMEX.PL,D,23/12/20,00:00:00,1018.6000000
NYMEX.PL,D,24/12/20,00:00:00,1027.2000000
NYMEX.PL,D,27/12/20,00:00:00,1041.1000000
NYMEX.PL,D,28/12/20,00:00:00,1041.0000000
NYMEX.PL,D,29/12/20,00:00:00,1056.7000000
NYMEX.PL,D,30/12/20,00:00:00,1074.8000000
NYMEX.PL,D,31/12/20,00:00:00,1073.2000000
NYMEX.PL,D,03/01/21,00:00:00,1091.2000000
NYMEX.PL,D,04/01/21,00:00:00,1075.7000000
NYMEX.PL,D,05/01/21,00:00:00,1115.5000000
NYMEX.PL,D,06/01/21,00:00:00,1113.7000000
NYMEX.PL,D,07/01/21,00:00:00,1127.9000000
NYMEX.PL,D,08/01/21,00:00:00,1075.1000000
NYMEX.PL,D,10/01/21,00:00:00,1055.0000000
NYMEX.PL,D,11/01/21,00:00:00,1054.9000000
